,Title,Date,News
130,"[사설] ‘의혹 종합세트’ 유은혜 후보, 남은 길은 조속한 사퇴뿐",2018.09.20,"어제 실시된 유은혜 사회부총리 겸 교육부 장관 후보자에 대한 국회 인사청문회에선 그를 둘러싼 온갖 의혹이 무더기로 쏟아졌다. 부도덕성, 범법 의혹이 너무 많아 그의 교육 전문성과 역량은 미처 따져 볼 겨를이 없을 정도였다.더불어민주당 의원인 유 후보자는 국회의원이 되기 전 원외 지역위원장으로 합동사무실을 운영할 당시 1년치 임차료를 5명의 지방의원들에게 대납하게 했다는 의혹이 불거졌다. 고액 정치자금 후원자를 지역구 시의원 후보로 공천했다는 의혹도 제기됐다. 2012∼2015년 정치자금 사용처를 중앙선관위에 신고하면서 휴일에 지역구인 경기 일산에서 20여 차례 기자간담회를 열었다고 허위사실을 기재했다. 남편이 근무했던 회사에 의정보고서, 선거홍보물 인쇄를 맡기는 등 공사를 제대로 구분하지 않은 모습을 보였다. 남편이 운영하는 사업체의 소득신고를 축소했다는 의혹도 나왔다. 유 후보자는 우석대 전임강사로 재직하던 2012년 의원에 당선되면서 휴직이 됐는데, 이 기간 승진까지 한 것으로 드러났다. 피감기관인 국민체육진흥공단의 일산올림픽스포츠센터에 지역구 사무실을 임차한 것도 문제가 많다.유 후보자의 법 위반은 이뿐이 아니다. 딸의 위장전입으로 주민등록법을 위반했고, 남편 회사 임원을 비서관으로 채용하며 국가공무원법을 위반했다. 국회의원으로 재직한 5년 동안 주정차·속도·신호 위반 등을 59건이나 저질렀다. 공인(公人) 의식이 이 정도면 장관직은 마땅히 고사했어야 했다. 유 후보자는 어제 청문회에서 자녀 위장전입에 대해서는 “진심으로 송구하게 생각한다”고 사과했으나 남편 회사 이사를 자신의 보좌관으로 채용한 것에 대해서는 “실제 수입이 없는 회사였다”며 변명으로 일관했다.사회부총리는 국가 백년대계인 교육정책은 물론 사회·문화 정책까지 총괄하는 막중한 자리다. 유 후보자가 교육 수장이 되면 어린 학생들이 무얼 보고 배우겠는가. 유 후보자는 자신 스스로 거취를 결정하는 게 옳다."
131,"[사설] 보 개방에 화난 농가의 10억 배상 요구, 정부 책임 무겁다",2018.09.20,"경남 합천 농민 46명이 최근 환경부 장관과 한국수자원공사를 상대로 10억5859만여원의 배상을 요구하는 재정 신청서를 냈다. 정부가 일방적으로 창녕함안보를 개방해 보 상류에 위치한 광암들 농사에 피해를 끼친 책임을 지라는 것이다. 환경부 소속 중앙환경분쟁조정위원회는 그제 농민들의 재정 신청서 제출 사실을 공개하고 일련의 조사 과정을 거쳐 최대한 빨리 처리하겠다고 했다.광암들 피해 농민들은 농업용 관정(우물)을 설치해 겨울철 비닐하우스 온도를 조절하는 ‘수막 재배’ 방식으로 토마토, 양상추 등을 재배해 왔다. 문제가 생긴 것은 지난해 11월14일 정부가 보(洑)의 수문을 열면서부터다. 인근 낙동강 수위가 4.9m에서 3.3m로 낮아지면서 지하수 부족으로 냉해 피해의 직격탄을 맞았다고 농민들은 주장한다. 광암들 피해대책위 변중근 위원장은 어제 언론 인터뷰에서 “정부가 일방적으로 보를 개방해 피해를 끼쳐놓고 1년 가까이 보상이 안 되고 있는 게 말이 되느냐. 이런 상황에서 대책도 없이 또다시 보를 개방하려고 한다”고 분개했다.이명박정부 시절 국책사업으로 추진된 4대강 사업과 16개 보를 놓고 현지 농민과 환경단체가 갈등을 빚는 것은 어제오늘의 일이 아니다. 지난해 문재인정부 출범 이후 16개 보 중 10개를 부분 또는 전면 개방하면서 갈등은 더욱 심화됐다. 창녕함안보만의 문제가 아니다. 낙동강, 영산강, 금강 등 거의 모든 수계에서 유사한 갈등과 충돌이 빚어진다.정부가 보 개방을 밀어붙이는 명분은 ‘녹조 현상’이다. 그러나 실제론 4대강에 대한 ‘적폐청산’의 일환이란 사실을 모를 사람이 없다. ‘코드 개방’이란 비판이 제기되는 이유다. 전문가들이 예측했듯이 보 개방이 녹조 퇴치에 효험을 낸 것도 아니다. 과학이 아니라 정치 논리에 기대는 무리수는 뒤탈을 빚게 마련이다. 대한민국이 물 부족 국가이고 수자원 관리가 중요하다는 사실이 정부 눈엔 들어오지 않는 것인가. 거듭 혀를 찰 수밖에 없다."
132,[사설] 세 번째 평양 정상회담… 北 ‘완전한 비핵화’로 화답하라,2018.09.18,"문재인 대통령이 어제 평양을 방문했다. 2000년 김대중, 2007년 노무현 전 대통령에 이어 대한민국 대통령으로서는 세 번째 방북이다. 순안공항에 도착한 문 대통령을 김정은 북한 국무위원장이 영접하는 장면은 전 세계에 생중계됐다. 남북 정상은 처음으로 무개차에 동승해 평양 시내에서 카퍼레이드를 했다. 최고의 환대를 한 것이다. 두 정상은 노동당 본부청사에서 정상회담을 열고 비핵화, 군사긴장 완화, 남북관계 개선 등을 논의했다. 오늘 2차 회담에서 원만한 타협이 이뤄지면 합의문이 발표된다.두 정상의 만남은 4·27, 5·26 회담에 이어 이번이 세 번째다. 극한 대결로 치닫던 남북의 정상이 자주 소통하는 것은 분명히 좋은 일이다. 한반도의 긴장 완화와 평화 정착에 도움이 되기 때문이다. 그러나 남북이 진정한 화해의 길로 들어서기 위해선 평화를 위협하는 뇌관을 제거하는 게 급선무다. 문 대통령은 정상회담에서 “전 세계인에게도 평화와 번영의 결실을 보여줬으면 좋겠다”고 했다. 평화와 번영으로 향하는 출구가 비핵화임은 두말할 나위가 없다. 이번 남북 회담은 비핵화 이행을 위한 북·미 회담의 징검다리가 돼야 한다.문 대통령 스스로 이번 방북 목적이 ‘불가역적이고 항구적인 평화’라고 규정한 만큼 김 위원장을 설득해 핵 폐기를 이끌어내야 한다. ‘완전한 비핵화’ 없이는 평화도, 북한의 살길도 열리지 않는다. 이번에 이재용 삼성전자 부회장 등 대기업 총수들이 대북제재와 관련한 국내외 우려를 무릅쓰고 특별수행원 자격으로 방북해 리룡남 북한 내각부총리와 남북경협에 관해 논의했다. 북한이 비핵화 출구를 열면 북한 번영을 도울 준비가 돼 있다는 메시지다.북한이 비핵화에 나서지 않으면 북·미 대화는 끊어지고 더 가혹한 제재에 직면할 것이다. 문 대통령 방북을 앞두고 ‘비확산과 북한’을 주제로 열린 유엔 안보리 회의에서 니키 헤일리 유엔주재 미국대사는 러시아가 대북제재를 위반하면서 이를 속여왔다고 공격하고, 지금은 대북제재를 완화할 때가 아니라고 못 박았다. 이와 관련해 마이크 폼페이오 미국 국무장관은 “전 세계적인 제재는 비핵화를 달성하기 위한 노력에 필수적인 부분”이라고 했다. 미국은 북·미 비핵화 협상 교착상태에서 국제사회의 대북제재를 통해 북한 비핵화를 이끌어내겠다는 뜻을 확고히 밝힌 것이다.북한은 18년 전 첫 남북정상회담 이후 겉으로는 평화 깃발을 흔들면서 뒤로는 몰래 핵무기를 만들어왔다. 남한도 국제사회도 더 이상 속지 않을 것이다. 이제 김 위원장이 비핵화에 전향적인 태도를 보여야 할 때다. 이번 남북정상회담에서 핵 신고·검증 등 비핵화 조치를 확약하는 데서 그 출발점을 삼아야 할 것이다.이번 남북정상회담에서는 군사긴장 완화에 관한 합의도 이뤄질 전망이다. 그동안 남북 군사당국이 실무회담에서 조율해온 ‘포괄적 군사분야 합의서’ 내용이 골격을 이룰 것이라고 한다. 하지만 북한 비핵화에 관한 가시적 성과 없이 비무장지대(DMZ) 내 감시초소(GP) 시범 철수나 판문점 공동경비구역(JSA) 비무장화 등을 공식화하면 국가안보에 대한 우려만 낳을 것이다. 어떤 긴장완화 조치도 북핵 문제를 앞질러가선 안 된다."
133,"[사설] 또 총성 울린 무역전쟁, 경제 체질 강화로 대처해야",2018.09.18,"도널드 트럼프 미국 대통령이 그제 2000억달러의 중국산 제품에 대한 10% 관세 부과를 24일부터 강행한다는 성명을 냈다. “중국이 보복조치를 취할 경우 즉시 약 2670억달러의 중국산 제품에 관세를 부과하는 3단계 조치를 취할 것”이란 경고도 했다. 24일 부과되는 10%의 관세율은 내년 1월1일부터 25%로 더 뛴다고 한다.미·중 양국은 앞서 7월 각각 340억달러 규모의 관세폭탄을 터뜨렸다. 각각 160억달러 규모의 추가 관세도 부과했다. 트럼프 행정부의 이번 발표로 양국 무역전쟁은 3라운드로 접어든 셈이다. 미국 스티븐 므누신 재무장관과 중국 류허 경제담당 부총리가 만나는 고위급 무역협상이 27, 28일 열릴 예정이지만 전면전 기류가 쉽게 풀리지 않을 것이다. 중국 고위당국자는 트럼프 성명이 나오기 전에 “머리에 총이 겨눠진 상황에서는 상대방과 협상하지 않을 것”이라고 밝힌 바 있다. 맞대응도 결코 만만치 않을 개연성이 많다는 뜻이다.두 경제대국의 충돌은 필연적으로 글로벌 경제에 큰 타격을 주게 마련이다. 수출로 먹고사는 대한민국으로선 이보다 더한 악재가 없다. 폴 크루그먼 교수 같은 국제 석학들은 “한국 경제가 최대 피해자가 될 것”이라고 경고한다. 수출이 우리 경제의 유일한 버팀목인 데다 미·중 의존도가 세계에서 가장 높은 40% 수준이니 그런 경고가 나올 수밖에 없다. 더욱이 미·중 무역전쟁은 경제적 이해를 넘어 국제 역학관계를 새롭게 가를 패권전쟁 성격을 띠고 있다는 측면도 있다. 조기 해결은 기대난인 것이다. 그러잖아도 터키, 아르헨티나 등 신흥국 경제위기가 국제적으로 번지는 게 아니냐는 우려가 많다. 정부와 기업은 큰 소용돌이에 휩쓸리지 않도록 일차적으로 위기관리에 초점을 맞춰야 한다. 수출 역량 강화, 수출 다변화 등의 중장기 대책 수립도 긴요한 과제다.가장 중요하고 본질적인 대응책은 경제 체질의 강화다. 정부와 정치권 각성이 필요한 대목이다. 글로벌 현장에서 피땀을 흘리면서 국부를 일구는 우리 기업들은 각종 규제에 발목이 잡혀 있다. 정치권력이 시장을 좌지우지하는 폐단도 심각하다. 계속 이렇게 퇴행적이어선 미래가 캄캄하다. 불합리한 규제부터 획기적으로 혁파해 기업이 자유롭게 뛸 수 있게 해 줘야 한다. 미래 핵심산업 투자, 노동 개혁 등의 조치도 시급하다."
134,[사설] “NLL 자체가 비정상적”이라는 최재성의 ‘비정상’,2018.09.18,"최재성 더불어민주당 의원이 서해 북방한계선(NLL)을 “비정상적인 선”이라고 했다. 최 의원은 그제 국회 국방위원회 정경두 국방부 장관 후보자 청문회에서 “이 선(NLL) 자체가 남북 충돌을 막을 수 있는 그런 선이 아니고, 오히려 비정상적인 선이기 때문에 늘 문제가 되고 충돌도 있어 왔던 것 아니냐”고 했다. “(NLL이) 북으로 더 올라가지 말라는 리미트에 해당하는 거 아니냐”며 “70년대까지 북한의 문제 제기가 없었기 때문에 그것을 사실상의 경계선으로 우리는 주장을 하는 것이고, 북한은 문제 제기를 뒤늦게 시작한 것”이라고도 했다.대한민국 국회의원이 한 말인지 귀를 의심케 하는 소리다. 최 의원은 문재인 대통령의 최측근으로 분류되는 인물이다. 더욱이 국방위 소속 의원으로서 안보에 대한 경각심을 고취해도 모자랄 판에 안보를 허물어뜨리는 말을 서슴지 않으니 이런 ‘비정상’이 없다.NLL이 ‘비정상적인 선’이라면 왜 수많은 국군 장병들은 목숨을 걸고 NLL을 수호하고 있는가. 연평해전 때도, 천안함 폭침 때도 장병들은 NLL을 사수하다 순국했다. NLL은 우리가 지난 65년 동안 피로써 지켜온 사실상 해상 군사분계선이다. NLL은 서해 5도뿐 아니라 수도권을 방어하는 생명선이다. 1991년 남북기본합의서를 비롯해 모든 남북 합의서는 NLL을 분계선으로 인정하는 바탕 위에 맺어졌다. 정 국방장관 후보자가 “NLL은 우리 장병들이 피로 지켜온 경계선이다. NLL을 반드시 지키겠다”고 한 것은 그런 이유에서다. 혹시라도 최 의원과 같은 생각으로 북한과 NLL 문제를 협의하려 한다면 안보의 보루를 허무는 이적행위가 될 것이다."
135,[사설] 남북 정상 비핵화 논의… 합의문에 성과 담아야 한다,2018.09.18,"문재인 대통령은 어제 “제가 얻고자 하는 것은 평화다. 국제정세가 어떻게 되던 흔들리지 않는 불가역적이고 항구적인 평화”라고 했다. 문 대통령은 3차 남북정상회담을 하루 앞둔 이날 수석보좌관회의에서 이같이 밝히고 “이번 회담에서 남북 무력충돌 가능성과 전쟁 공포 해소, 비핵화를 위한 북·미대화 촉진에 집중적 노력을 기울이겠다”고 강조했다. 회담 일정과 의제도 공개됐다. 남북정상회담준비위원장인 임종석 대통령 비서실장은 문 대통령과 김정은 북한 국무위원장이 오늘과 내일 정상회담을 가지며 2차 회담 후에 합의내용이 발표될 것으로 보인다고 설명했다. 주요 의제는 남북관계 개선, 비핵화를 위한 북·미대화 촉진, 남북 군사적 긴장 및 전쟁위협 종식 세 가지다. 가장 눈에 띄는 의제는 역시 비핵화다. 북·미 간 의제인 비핵화 문제가 남북정상회담에서 의제로 논의되는 건 이번이 처음이다. 북·미 비핵화 협상이 교착상태에 빠진 상황에서 문 대통령이 북·미 간 중재자로 나서는 것이다. 비핵화는 이번 남북정상회담의 성패를 가를 중대 사안이다. 임 실장이 “2000년과 2007년 정상회담 때는 비핵화를 직접 의제로 올려본 적이 없는데 이번에는 비핵화라는 무거운 의제가 정상회담을 누르고 있다”고 한 것도 이 때문이다.문 대통령은 “미국의 비핵화 조치 요구와 북측의 적대관계 청산과 안전보장을 위한 상응조치 요구 사이에서 어떻게 접점을 찾을 수 있을 것인지 김 위원장과 허심탄회한 대화를 나누어 보고자 한다”고 했다. 문 대통령이 강조한 ‘불가역적이고 항구적인 평화’도 북핵을 폐기하지 않고서는 이룰 수 없다. 그런 만큼 김 위원장을 설득해 핵 신고 등 구체적 비핵화 조치의 일정을 이끌어내야 한다. 이번 남북정상회담에서 비핵화와 관련한 성과가 나와야 유엔총회를 계기로 열리는 한·미 정상회담을 거쳐 2차 북·미 정상회담으로 이어질 수 있다. 한·미 공조의 중요성은 두말할 나위가 없다. 미국 국무부 관계자는 남북정상회담에 주요 대기업 총수들이 동행하는 것과 관련해 “모든 유엔 회원국이 유엔 대북제재를 완전히 이행하기를 기대한다”고 밝혔다고 미국의소리(VOA) 방송이 전했다. 북한 당국과 남측 대기업 간 경협 논의 가능성에 우려를 표시한 것으로 해석된다. 유엔과 미국의 대북제재가 유지되는 국면인 만큼 남측 대기업의 대북투자 문제로 불협화음을 내서는 곤란하다. 정부와 대기업 관계자들이 평양에서 언행에 신중을 기해야 한다."
136,"[사설] 취임 1년 대법원장, 오죽하면 ‘불구경 리더십’ 말 나올까",2018.09.18,"25일로 취임 1년을 맞는 김명수 대법원장에 대한 법원 안팎의 평가가 혹독하다. 진보 진영에서는 사법행정권 남용의혹 검찰 수사에 비협조적이라는 비난을, 보수 진영에서는 검찰의 지나친 수사행태로부터 법원 조직을 보호할 리더십이 부족하다는 비판을 받고 있다. 사법개혁도 좀처럼 속도를 내지 못하는 데다 법원 구성원의 공감을 얻지 못한 개혁 추진으로 조직을 혼란에 빠뜨리고 있다는 불만까지 터져 나온다. 존재감이 약한 리더십이 문제라는 말이 많다. 오죽하면 ‘불구경 리더십’이란 말이 나오겠는가.13일 사법부 70주년 기념식에서 문재인 대통령은 사법농단을 질책하고 법원이 검찰의 재판거래 의혹 수사에 협조해야 한다는 취지로 발언했다. 이에 김 대법원장은 수사에 적극 협조하겠다고 맞장구쳤다. 법조계 안팎에서 ‘사법부의 굴욕’이란 반발이 거셌다. 대법원장이 삼권분립의 한 축으로 제왕적 대통령제를 견제하는 역할을 제대로 하지 못한다는 지적이 제기된다. 소모적인 적폐논쟁은 1년이 되도록 종지부를 찍지 못한 반면 사법개혁은 지지부진하다. 지난 8월 법원행정처가 만들어 국회의원들에게 설명했다는 ‘법원개혁 입법과제’ 자료를 보면 한마디로 ‘셀프 개혁안’이다. 국민의 여론과 지혜를 모으는 공론화 과정도 생략돼 있다.노골적인 ‘코드인사’로 사법 불신이 커지고 있는 것은 심각한 문제다. 김 대법원장이 회장을 지낸 진보 성향의 우리법연구회와 국제인권법연구회 출신 법관들이 전국 최대 법원인 서울중앙지방법원장, 인사총괄심의관 등 요직은 물론이고 일선 법관 몫 대법관 추천위원도 맡고 있다. ‘사법부의 하나회’라는 소리가 나온다. 요즘 송사에 얽힌 이들은 재판장이 우리법연구회나 국제인권법연구회 출신인지부터 파악한다고 한다. 특정 성향 판사들이 주요 재판과 법원 행정을 좌우하는 자리를 ‘싹쓸이’하면 어떻게 법관의 독립성이 보장되겠는가. 작금의 사법부는 혼란스럽다. 국민은 사법부가 이대로 가면 난파하지 않을까 불안한 눈길로 지켜보고 있다. 김 대법원장은 대법원장 지명 당시 “31년 동안 재판만 한 사람이 어떤 수준인지, 어떤 모습인지 보여주겠다”는 자신감을 피력한 바 있다. 그러나 1년이 지난 현재 김 대법원장이 사법부 수장으로서 제 역할을 다하지 못한다는 목소리가 많다. 이제는 대법원장이 사법부의 중심을 잡고 책임지는 모습을 보여줘야 한다."
137,[사설] 검찰이 대통령기록물 뒤져보면 누가 통치자료 남기겠나,2018.09.18,"검찰이 대통령기록관을 2개월째 압수수색하고 있다. 이명박정부 시절 국가정보원·군·경찰 등의 온라인 댓글 여론조작과 관련해 이 전 대통령의 지시가 있었는지 대통령기록물을 통해 조사하고 있는 것이다. 서울중앙지검 국정원수사팀은 군 사이버사령부 증원 당시 이 전 대통령의 발언을 확인하려고 나섰다가 다른 단서들이 나와 압수수색 대상 범위를 넓히고 있다고 한다. 원세훈 전 국정원장과 김관진 전 국방장관을 재판에 넘긴 뒤 그 윗선의 개입 흔적을 찾으려다 보니 대통령기록관까지 압수수색하게 된 것이다. 이 전 대통령 기록물은 녹음파일과 녹취록, 시청각자료 등을 포함해 240만여건이다. 검찰은 지난 7월부터 이 자료들을 훑고 있다. 대통령기록관이 적폐수사의 증거를 제공하는 화수분이 된 지는 오래됐다. 세월호 사고와 관련해 대통령 보고시점이 논란이 됐을 때도 압수수색됐다. 검찰이 대통령기록물을 살펴보는 것은 불법이 아니다. 대통령기록물법 시행령에 따르면 관할 고등법원장이 발부한 영장을 제시할 경우 10일 이내에 열람이 가능하다. 대통령기록관은 노무현 전 대통령 때인 2007년 입법화돼 시행됐다. 과거 대통령들이 퇴임할 때 정치보복을 우려해 통치기록을 파쇄하고 흔적을 남기지 않은 것을 두고 비판여론이 일자 개선을 지시해 이뤄진 것이다. 후환을 덜기 위해 ‘지정기록물’의 경우 국회 재적의원 3분의 2 이상 찬성 또는 고등법원장이 발부한 영장이 있을 경우 외에는 30년간 열어보지 못하도록 했다. 걱정 없이 역사적 기록을 남길 수 있도록 보장조치를 했던 것이다. 대통령이 탄핵될 경우에는 이런 보호장치가 없어진다. 미국도 국립문서보관소(NARA)가 대통령기록물을 관리하며 30년간 기밀로 보호한다. 지금 검찰 수사는 적폐청산이라는 명분에다 청와대의 코드에 맞다 보니 아무런 견제를 받지 않고 대통령기록관을 뒤지고 있는 것이다. 이러한 검찰 수사를 본 현 정권 관계자들은 정치보복 후환 때문이라도 비밀스러운 자료를 남기지 않을 것이다. 노 전 대통령의 이관기록물 755만건 중에서 2007년 남북정상회담 대화록은 흔적조차 남아 있지 않다. 남북 정상 간에 어떤 말이 오갔는지 대통령기록물을 통해서 확인할 수 없는 것이다. 김대중 전 대통령도 대북송금과 관련한 기록을 남기지 않았다. 국민은 다음 정부가 들어섰을 때 대통령기록관에서 현 정부의 민감한 자료들을 볼 수 없게 될지도 모른다."
138,[사설] 운명의 방북 사흘… 김정은에 비핵화 일정 꼭 받아내라,2018.09.16,"문재인 대통령이 내일부터 사흘간 평양을 방문해 김정은 북한 국무위원장과 남북정상회담을 연다. 한반도 정세의 앞날이 걸린 ‘운명의 사흘’이다. 어제 남측 선발대가 방북한 데 이어 청와대는 정의용 청와대 국가안보실장과 관계부처 장관 등 공식 수행원 14명 외에 각계 인사 52명이 특별수행원 자격으로 동행한다고 발표했다. 이재용 삼성전자 부회장, 최태원 SK회장, 구광모 LG회장 등 대기업 총수도 포함됐다. 정상회담 기간에 정치·경제·사회 등 각 분야에서 다양한 남북교류가 이뤄질 것으로 보인다.정상회담 의제는 회담 이틀 전인 어제까지도 공개되지 않았다. 일각에서 ‘깜깜이 회담’이라고 비판하는 이유다. 의제의 공개 여부를 떠나 북한 비핵화의 이행에 초점이 맞춰져야 함은 불문가지다. 정 실장은 이달 초 문 대통령 특사자격으로 평양에 다녀온 뒤 “남북정상회담에서 한반도 비핵화를 위한 실천적 방안을 협의하기로 했다”고 밝힌 바 있다.도널드 트럼프 미국 대통령은 최근 문 대통령과의 전화통화에서 “북한과 미국 양쪽을 대표하는 수석협상가가 돼 역할을 해 달라”고 요청했다. 문 대통령의 북·미 간 중재 활동에 기대감을 내비친 말이다. 미국은 문 대통령 방북 결과에서 김 위원장의 비핵화 발언 진의를 파악하고 북·미 정상회담 개최 여부를 판단할 것이다. 남북정상회담에서 비핵화에 관한 가시적 성과를 도출해야 유엔총회 계기 한·미 정상회담을 거쳐 2차 북·미 정상회담으로 이어질 수 있다.미국은 남북관계 개선이 북한 비핵화와 보조를 맞춰야 한다는 입장이다. ‘최종적이고 완전하게 검증된 비핵화(FFVD)’라는 대북정책 목표에도 변함이 없다. 대북 경계심 역시 늦추지 않고 있다. 미국은 유엔 대북제재 이행 문제를 논의하기 위해 오늘 유엔 안보리 긴급회의를 소집했다. 러시아 등 일부 국가가 대북제재를 방해한다고 보고 대응책을 모색하려는 것이다. 아울러 대북제재 이행상황을 모니터링하는 유엔 전문가 패널 보고서에선 북한이 중동지역에 무기를 밀매한 사례가 파악됐고, 미국은 동맹국들과 ‘다국적 연합’을 구성해 북한의 제재 위반 감시활동을 강화하기로 했다고 미국 언론이 전했다. 북한 비핵화가 이뤄질 때까지는 대북제재를 빈틈없이 유지하겠다는 대북 메시지로 받아들일 수 있다.문 대통령은 종전선언과 남북경협을 서두르는 북측 페이스에 말려들어선 안 된다. 먼저 김 위원장에게서 핵 신고 등 구체적 비핵화 조치의 일정을 이끌어내야 한다. 문 대통령은 한반도 운전자론이 허언이 되지 않게 하려면 김 위원장에게 비핵화 일정표를 제시하도록 반드시 설득해야 한다. 핵시설·핵물질·핵탄두 등의 목록을 담은 핵 신고를 하고 사찰 등 검증절차를 거쳐야 폐기로 이어지는 비핵화를 매듭지을 수 있다.이번 평양 정상회담의 목적은 4·27 판문점선언에서 약속한 ‘완전한 비핵화’에 마침표를 찍는 일이다. 그간 두 차례의 남북정상회담과 싱가포르 북·미정상회담이 개최된 것은 한반도와 세계 평화를 위협하는 북핵을 제거하기 위해서다. 혹여 남북경협이나 종전선언으로 핵심 사안을 흐리게 한다면 본말전도가 아닐 수 없다. 완전한 비핵화는 물 건너가고 국가 안보는 더 위태로워질 것이다."
139,[사설] 8년 만에 최저 고용창출력은 기업환경 악화 결과일 뿐,2018.09.16,"우리 경제의 고용창출력이 8년여 만에 가장 낮은 수준으로 떨어졌다. 한국은행과 통계청 자료를 분석한 결과 올해 2분기 고용탄성치가 0.132에 그쳤다. 2010년 1분기 0.074 이후 33분기(8년3개월) 만에 최저다. 올 1분기엔 0.252를 기록해 일본의 8분의 1로 처참한 수준이었다. 2분기엔 그마저 반토막이 난 것이다. 고용탄성치는 산업 성장이 고용을 얼마나 창출하는지를 보여주는 지표이다. 취업자 증가율을 실질 국내총생산(GDP) 증가율로 나눠 계산한다. 고용탄성치가 1이라면 경제가 1% 성장할 때 고용이 1% 증가했다는 뜻이고, 0.1이라면 1% 성장했지만 고용이 0.1% 증가에 불과했다는 의미다.고용탄성치가 추락하고 있다는 것은 ‘고용 없는 성장’이 심화하고 있음을 반증한다. 고용유발 효과가 낮은 산업 위주로 성장이 이뤄지는 것이 원인으로 꼽힌다. 고용창출 효과가 높은 반도체 등이 경제성장을 주도하고 있으나 건설업, 자동차산업, 음식·숙박업 등 고용 기여도가 높은 내수산업의 성장이 부진하기 때문이다.고용창출력이 급락한 것은 문재인정부 들어 가속화한 최저임금 인상과 무관치 않다는 분석이다. 급격한 최저임금 인상, 주52시간 근무제 도입 등으로 인건비 부담이 커지자 생산설비를 자동화하는 기업이 늘고 있는 것은 주지의 사실이다. 이런 현상은 올해 고용지표에서도 여실히 나타난다. 지난 2월부터 석 달 연속 10만명대를 맴돌던 취업 증가자 수는 문재인정부 출범 1년인 5월 10만명대가 붕괴됐고, 7∼8월엔 1만명대마저 무너졌다. 고용 대참사가 빚어진 것이다. 지난달 청년(15~29세) 실업률이 10%로 치솟은 이유도 최저임금 인상 여파로 소상공인과 자영업자 등이 아르바이트 인력을 줄인 탓이 크다. 지난해까지만 하더라도 한·일 간 고용탄성치 격차는 2~3배 수준에 불과했다. 그러다 최저임금 인상이 본격화한 올 들어서부터 한국의 취업난이 심화한 반면 일본에선 취업 호황이 계속되면서 1분기에 8배까지 차이가 벌어졌다.우리의 고용창출력을 끌어올리는 방법은 하나밖에 없다. 기업이 마음 놓고 투자하도록 규제를 푸는 친기업 정책으로 하루빨리 전환하는 일이다. 기업과 자영업자의 활동을 막아놓고 고용이 늘기를 바라는 것은 연목구어다."
140,"[사설] 국세청 세무조사, 특정 목적에 남용하면 누가 수긍하겠나",2018.09.16,국세청이 폭등하는 주택시장에 칼을 빼들었다. 세금 탈루가 의심되는 다주택자와 고액 임대소득자에 대한 세금 신고검증에 나서기로 한 것이다. 신고검증은 추정 임대수입 금액을 신고하지 않았거나 신고한 임대수입 금액과의 차이가 큰 탈루혐의자 1500명이 대상이다. 2년 전 500명이던 대상자를 지난해 1000명으로 늘린 데 이어 올해 500명을 추가로 늘린 것이다. 신고검증은 납부안내와 함께 납세자에게 구체적인 소명을 요구하기 때문에 사실상 세무조사나 다름없다.이번 신고검증은 연간 월세수입 금액이 고액인데도 신고하지 않은 2채 이상 다주택자 등이 표적이라고 한다. 임대사업등록자 수는 지난해 11월 말 다주택자라도 임대사업자로 등록하면 다양한 세제 혜택을 준다는 정부 방침에 따라 크게 늘었다. 정부 말을 믿었다가 뒤통수를 맞게 된 꼴이다.세금 탈루 혐의자에 대한 세무조사는 지극히 당연하다. 공평 과세라는 조세 정의를 실현하기 위해 국세청이 항시적으로 추진해야 할 사안이다. 그런 당연한 과업을 집값 잡기의 수단으로 활용하는 것은 모양새가 좋지 않다. 특정 정책 목표의 달성을 위해 국세청을 동원하는 일이 너무 빈번한 까닭이다. 얼마 전엔 최저임금 파격 인상으로 자영업자와 소상공인의 반발이 커지자 이들에 대해 내년까지 세무조사를 면제한다고 발표했던 국세청이다. 특정 기업을 손볼 때 어김없이 날아드는 것 역시 세무조사라는 칼날이다.국세청의 세무조사는 국가 재원 조달이라는 본연의 역할을 수행하는 보조수단이다. 실패한 정책을 뒷받침하기 위한 수단으로 남용된다면 본래 목적의 달성은 멀어질 수밖에 없다. 자칫 세무조사의 공정성이 의심받고 국세 행정의 신뢰성이 떨어지는 부작용을 부를 수 있다.
